User_ID,Gender,Age,Height,Weight,Duration,Heart_Rate,Body_Temp
18395627,female,24,171.0,66.0,29.0,110.0,40.9
16239426,male,35,182.0,85.0,22.0,104.0,40.5
14254415,female,64,166.0,69.0,27.0,107.0,40.4
12811292,male,30,188.0,93.0,24.0,105.0,40.8
19467880,female,35,168.0,69.0,24.0,104.0,40.4
14135627,female,76,157.0,58.0,23.0,100.0,40.7
17489844,male,33,180.0,79.0,23.0,106.0,40.9
14399506,male,74,184.0,94.0,29.0,109.0,41.0
13811314,male,50,184.0,83.0,27.0,100.0,40.9
15619276,female,48,171.0,69.0,23.0,110.0,40.4
17276463,female,70,163.0,62.0,23.0,93.0,40.2
15402776,male,33,181.0,81.0,28.0,106.0,41.1
11849201,female,32,174.0,70.0,28.0,96.0,40.6
12037794,female,43,158.0,61.0,22.0,106.0,40.8
18434125,male,25,198.0,93.0,23.0,108.0,40.8
12296171,male,42,192.0,87.0,23.0,106.0,41.0
12936477,female,26,175.0,70.0,24.0,100.0,40.8
17295669,female,22,153.0,55.0,21.0,107.0,41.1
16158469,female,28,162.0,62.0,21.0,96.0,40.2
12076436,female,34,176.0,70.0,22.0,90.0,40.5
16415225,female,30,173.0,65.0,22.0,107.0,40.4
14699884,female,44,162.0,62.0,25.0,102.0,41.1
15776062,male,40,196.0,93.0,22.0,98.0,40.6
19866745,female,74,148.0,52.0,25.0,108.0,40.8
15237862,female,22,154.0,53.0,28.0,106.0,41.0
11960332,male,53,176.0,81.0,22.0,103.0,40.6
15340495,female,67,167.0,70.0,21.0,104.0,40.7
11198823,female,52,154.0,56.0,25.0,103.0,40.9
15727592,female,39,176.0,76.0,28.0,111.0,40.7
16060578,female,28,166.0,62.0,27.0,100.0,40.6
10526924,female,57,159.0,61.0,24.0,99.0,40.6
12212390,female,22,157.0,54.0,21.0,88.0,40.0
19367182,female,26,163.0,60.0,21.0,98.0,40.7
19325095,female,65,168.0,66.0,24.0,111.0,40.6
12137980,male,23,170.0,70.0,29.0,110.0,40.7
12576904,female,44,157.0,64.0,25.0,99.0,40.8
15130072,male,56,192.0,91.0,24.0,101.0,40.8
16614077,male,67,184.0,91.0,23.0,106.0,41.1
11608476,female,24,155.0,55.0,26.0,114.0,40.5
19105462,male,27,186.0,93.0,25.0,114.0,40.9
15613086,male,38,186.0,89.0,23.0,99.0,40.4
11988403,female,66,166.0,65.0,23.0,104.0,40.9
18836258,female,26,165.0,62.0,23.0,92.0,41.0
13787129,female,23,158.0,62.0,21.0,97.0,40.5
17498795,male,21,175.0,73.0,22.0,95.0,41.0
14654679,male,56,176.0,83.0,29.0,110.0,40.6
10840577,female,32,157.0,50.0,28.0,104.0,40.6
11727872,female,35,151.0,51.0,29.0,108.0,40.8
17338539,female,78,175.0,73.0,21.0,107.0,40.6
19413131,female,38,176.0,77.0,25.0,98.0,40.5
17635362,male,71,187.0,93.0,28.0,113.0,40.9
12121015,male,20,187.0,90.0,25.0,105.0,40.7
10174029,female,64,174.0,72.0,28.0,108.0,40.9
14685327,male,65,192.0,90.0,26.0,109.0,40.9
17298747,female,56,168.0,71.0,27.0,108.0,41.0
13435615,male,27,180.0,78.0,25.0,103.0,40.3
19459600,male,70,176.0,83.0,21.0,111.0,40.6
17114577,female,47,157.0,66.0,22.0,96.0,40.4
18661654,male,74,180.0,88.0,22.0,101.0,40.4
13139658,male,33,184.0,87.0,27.0,99.0,40.7
13072974,female,49,153.0,57.0,21.0,101.0,40.3
12742661,female,20,159.0,59.0,29.0,114.0,40.6
11378149,male,63,194.0,103.0,25.0,94.0,40.8
12488225,female,64,166.0,68.0,25.0,109.0,40.8
11025836,female,31,153.0,54.0,21.0,101.0,40.8
15690285,female,49,153.0,52.0,24.0,104.0,40.7
11801514,male,31,178.0,77.0,21.0,97.0,40.3
16004941,male,27,168.0,64.0,24.0,105.0,40.5
15395918,male,22,187.0,85.0,26.0,112.0,40.9
12386095,male,55,164.0,69.0,21.0,106.0,40.6
15752262,female,63,162.0,58.0,27.0,106.0,40.9
17650066,male,35,177.0,75.0,25.0,105.0,40.5
16977964,female,24,167.0,67.0,30.0,105.0,40.9
15848505,male,25,190.0,91.0,29.0,112.0,40.8
13433795,male,21,196.0,95.0,22.0,107.0,40.6
18218355,male,29,179.0,77.0,26.0,97.0,40.9
15650804,female,29,158.0,56.0,29.0,110.0,40.8
15620456,male,61,182.0,87.0,26.0,104.0,40.7
18078275,male,70,186.0,82.0,28.0,102.0,41.0
11664944,female,34,180.0,73.0,26.0,89.0,40.5
19375141,male,28,186.0,83.0,26.0,106.0,41.0
11218506,female,76,172.0,76.0,21.0,105.0,40.3
17825244,male,65,189.0,98.0,27.0,125.0,40.9
12239606,female,64,159.0,59.0,29.0,112.0,41.3
12329594,male,24,190.0,89.0,27.0,103.0,40.9
17094094,female,29,177.0,68.0,26.0,101.0,40.8
19222525,female,35,164.0,63.0,26.0,110.0,40.5
17204407,male,63,184.0,84.0,27.0,111.0,40.6
13904930,female,22,168.0,63.0,26.0,100.0,40.9
11586146,female,27,167.0,60.0,28.0,101.0,40.9
14352945,male,41,197.0,102.0,24.0,108.0,40.2
19149514,female,53,174.0,66.0,22.0,105.0,40.6
18373224,male,21,188.0,93.0,22.0,97.0,40.8
17582995,male,29,192.0,88.0,29.0,106.0,40.9
16705862,male,26,174.0,73.0,27.0,108.0,40.5
13361748,female,21,161.0,55.0,25.0,103.0,40.7
19241477,female,23,172.0,69.0,24.0,103.0,40.8
15672175,male,24,176.0,78.0,27.0,109.0,40.7
13967751,male,65,176.0,84.0,26.0,110.0,40.7
15146784,male,73,183.0,88.0,25.0,99.0,40.6
14289807,female,34,155.0,55.0,28.0,108.0,40.9
12382002,male,65,187.0,98.0,29.0,108.0,41.3
15025927,male,25,179.0,77.0,29.0,114.0,41.1
14815315,female,73,162.0,66.0,28.0,96.0,40.6
13698618,male,31,180.0,79.0,25.0,102.0,40.8
12751836,female,42,158.0,59.0,27.0,103.0,40.9
10380992,male,22,197.0,94.0,25.0,108.0,40.6
15770448,male,27,198.0,97.0,23.0,100.0,40.7
14047347,male,34,182.0,84.0,23.0,101.0,40.4
12329819,female,41,154.0,56.0,21.0,105.0,40.5
15600237,male,52,190.0,91.0,26.0,103.0,40.9
11540058,male,21,173.0,72.0,25.0,106.0,40.5
11677333,female,35,167.0,63.0,24.0,100.0,40.7
11153847,female,66,159.0,61.0,27.0,106.0,41.2
11190875,male,49,205.0,101.0,30.0,119.0,40.8
17951993,male,42,182.0,85.0,22.0,94.0,40.7
12169308,male,38,180.0,80.0,24.0,98.0,40.8
14069307,male,69,174.0,78.0,25.0,105.0,41.1
19109810,female,25,152.0,49.0,26.0,108.0,40.7
14701127,female,34,159.0,57.0,28.0,117.0,40.9
15955077,female,53,155.0,57.0,30.0,106.0,41.1
14070739,female,21,150.0,51.0,21.0,97.0,40.2
18360308,male,33,188.0,95.0,27.0,103.0,40.7
18992142,male,36,176.0,83.0,26.0,101.0,40.8
13251563,female,35,191.0,83.0,26.0,107.0,40.6
16145672,female,46,155.0,57.0,26.0,112.0,40.9
17811884,female,50,159.0,59.0,22.0,94.0,40.6
10204765,male,26,173.0,77.0,23.0,103.0,40.2
14734204,male,56,181.0,84.0,25.0,106.0,40.9
19643634,male,59,189.0,85.0,22.0,104.0,40.5
14160108,male,61,168.0,76.0,27.0,113.0,40.7
17035813,male,33,174.0,74.0,24.0,111.0,40.9
11158504,female,50,154.0,54.0,26.0,97.0,41.0
19945874,female,36,169.0,66.0,23.0,104.0,40.9
15580882,female,39,165.0,62.0,28.0,107.0,40.7
16488801,female,33,159.0,60.0,25.0,104.0,40.8
12052844,female,38,151.0,52.0,23.0,98.0,40.8
19948051,male,78,181.0,85.0,29.0,107.0,40.6
19542706,male,47,190.0,89.0,24.0,104.0,40.7
11403023,female,21,170.0,68.0,27.0,109.0,40.9
18142487,female,40,161.0,59.0,22.0,96.0,40.7
10008086,male,56,165.0,74.0,25.0,93.0,40.8
10259305,male,38,192.0,90.0,25.0,101.0,41.0
11731755,male,37,178.0,81.0,28.0,112.0,40.8
17913027,female,48,180.0,75.0,27.0,99.0,40.3
11894971,male,44,188.0,88.0,24.0,106.0,40.7
11187506,female,44,172.0,68.0,25.0,106.0,40.8
13758779,female,32,171.0,73.0,29.0,104.0,40.7
12548618,female,32,176.0,70.0,24.0,101.0,40.6
15559115,female,47,163.0,62.0,25.0,99.0,40.3
19797460,female,35,171.0,66.0,25.0,108.0,40.5
18523273,male,29,184.0,90.0,27.0,105.0,40.6
18057763,male,28,174.0,73.0,28.0,104.0,40.9
10684828,male,70,189.0,96.0,24.0,113.0,40.9
14230977,female,40,178.0,75.0,24.0,108.0,40.8
14344454,male,29,185.0,86.0,23.0,106.0,40.7
11050750,female,40,162.0,63.0,29.0,116.0,40.9
13414467,male,53,194.0,90.0,24.0,108.0,40.8
17973811,female,31,164.0,57.0,22.0,109.0,40.7
12653804,female,39,152.0,57.0,22.0,102.0,40.5
11359886,female,77,184.0,81.0,27.0,105.0,40.8
12810706,female,40,156.0,55.0,26.0,105.0,40.6
16065360,male,28,194.0,95.0,29.0,106.0,40.8
12293039,male,49,165.0,70.0,26.0,99.0,40.7
11280148,female,37,169.0,68.0,26.0,110.0,40.8
11437286,female,54,186.0,78.0,27.0,105.0,40.8
10098080,male,25,175.0,78.0,28.0,108.0,40.9
11621985,male,50,170.0,73.0,26.0,104.0,40.8
16557786,male,20,209.0,109.0,23.0,99.0,40.6
19687890,female,54,181.0,85.0,21.0,101.0,40.4
12129584,female,62,176.0,77.0,30.0,116.0,40.6
19715842,female,67,145.0,52.0,26.0,108.0,40.7
18524844,female,61,155.0,56.0,23.0,106.0,40.4
12027550,female,35,169.0,69.0,22.0,107.0,40.8
10277943,female,21,166.0,62.0,26.0,113.0,40.7
15452606,male,27,197.0,100.0,29.0,111.0,40.9
13929949,male,24,183.0,82.0,29.0,108.0,40.7
14224782,male,66,176.0,83.0,27.0,102.0,40.7
19701266,female,20,165.0,61.0,28.0,102.0,41.0
17487188,female,73,167.0,71.0,27.0,98.0,40.7
19298349,female,51,171.0,72.0,30.0,108.0,41.1
15576113,male,63,185.0,90.0,29.0,112.0,40.9
15089150,male,29,196.0,100.0,24.0,106.0,40.6
19964969,female,72,168.0,69.0,28.0,113.0,40.8
18551283,male,27,193.0,92.0,25.0,111.0,40.6
13970593,male,26,199.0,96.0,26.0,101.0,40.9
17413500,female,25,162.0,59.0,23.0,97.0,40.5
16713463,female,40,162.0,66.0,22.0,101.0,40.9
14076216,male,41,192.0,90.0,28.0,113.0,40.8
11671969,male,29,197.0,92.0,22.0,97.0,40.8
18244985,male,78,185.0,87.0,24.0,104.0,40.5
16231616,male,64,195.0,101.0,30.0,109.0,41.0
12685860,male,20,191.0,95.0,21.0,103.0,40.7
13220276,female,57,171.0,66.0,26.0,103.0,41.1
14425401,female,59,140.0,47.0,24.0,99.0,40.6
12642027,male,34,206.0,114.0,22.0,95.0,40.6
14699748,female,69,171.0,68.0,27.0,104.0,40.6
19374616,male,52,189.0,85.0,25.0,105.0,40.6
16647083,female,24,172.0,64.0,30.0,104.0,40.7
12954041,female,68,162.0,67.0,21.0,98.0,40.3
19251887,female,73,153.0,55.0,23.0,107.0,41.1
15529573,male,29,178.0,81.0,28.0,106.0,40.9
19287759,male,49,186.0,89.0,26.0,101.0,41.3
14257916,male,63,187.0,91.0,26.0,108.0,40.8
18346211,male,71,199.0,104.0,22.0,105.0,40.7
16615240,female,28,165.0,66.0,21.0,111.0,40.7
17625916,female,66,165.0,63.0,26.0,98.0,40.7
18688019,female,27,158.0,57.0,27.0,110.0,40.6
13228796,female,37,149.0,55.0,25.0,106.0,40.5
14061500,female,35,152.0,51.0,27.0,105.0,41.2
11346458,female,32,157.0,60.0,21.0,97.0,40.5
10527969,female,23,179.0,70.0,25.0,111.0,40.8
17178819,male,32,194.0,93.0,26.0,102.0,40.7
19499822,female,35,169.0,65.0,25.0,110.0,41.1
19417282,male,29,190.0,92.0,22.0,93.0,40.5
14307694,female,47,158.0,54.0,26.0,113.0,40.4
13958299,male,43,203.0,103.0,21.0,105.0,40.2
17488683,male,51,173.0,73.0,21.0,112.0,40.6
15385293,male,68,167.0,71.0,23.0,100.0,40.7
16778398,female,70,158.0,65.0,28.0,98.0,40.9
13952138,male,27,179.0,78.0,27.0,111.0,40.7
18900736,male,26,188.0,91.0,28.0,110.0,40.7
11429199,female,65,166.0,64.0,27.0,114.0,40.7
15459106,female,35,172.0,72.0,28.0,106.0,40.8
11731165,female,66,167.0,71.0,27.0,106.0,40.8
14226375,female,65,171.0,66.0,27.0,104.0,40.9
10313125,female,23,160.0,55.0,28.0,113.0,41.0
10210251,male,49,180.0,81.0,21.0,103.0,40.4
11348433,male,34,172.0,81.0,21.0,103.0,40.7
10922280,male,48,173.0,79.0,21.0,96.0,40.7
10420513,male,21,191.0,95.0,25.0,110.0,40.8
13800453,female,22,170.0,69.0,26.0,100.0,41.0
13064141,male,79,196.0,100.0,21.0,93.0,40.4
11509786,female,32,160.0,62.0,28.0,107.0,40.7
15166142,male,44,186.0,86.0,26.0,100.0,40.5
14569822,female,64,161.0,68.0,23.0,109.0,40.8
15685526,male,40,204.0,105.0,28.0,111.0,41.0
15473013,male,77,201.0,101.0,24.0,109.0,40.8
18664101,male,65,174.0,81.0,21.0,103.0,40.6
10020479,female,35,173.0,71.0,29.0,114.0,41.0
17588263,male,27,192.0,93.0,27.0,112.0,40.5
11874273,male,24,167.0,66.0,27.0,100.0,40.5
13926344,female,76,179.0,80.0,21.0,110.0,40.9
13175113,male,36,193.0,91.0,30.0,107.0,41.0
18086810,female,57,139.0,44.0,28.0,108.0,40.9
12398290,female,20,174.0,77.0,21.0,110.0,40.7
10519770,male,70,174.0,78.0,22.0,100.0,40.6
15229533,female,25,158.0,53.0,21.0,103.0,40.4
10029469,female,28,163.0,66.0,21.0,99.0,40.8
15761153,female,24,159.0,58.0,30.0,112.0,40.9
18877726,male,58,181.0,82.0,25.0,104.0,41.0
11854776,female,41,155.0,62.0,28.0,113.0,41.1
19912939,male,30,185.0,84.0,28.0,103.0,40.9
12365290,female,71,165.0,60.0,28.0,115.0,40.7
10717701,female,44,173.0,66.0,25.0,88.0,40.6
17094222,female,23,154.0,54.0,28.0,105.0,41.0
16212796,female,23,171.0,66.0,22.0,106.0,40.7
11280049,female,45,154.0,55.0,30.0,111.0,40.9
16396739,female,47,154.0,53.0,25.0,103.0,40.6
19118933,female,22,157.0,56.0,26.0,114.0,40.8
16161995,male,24,180.0,79.0,26.0,102.0,40.8
15199684,male,44,175.0,79.0,23.0,103.0,40.7
11064803,male,40,176.0,77.0,28.0,107.0,40.9
17021129,female,47,159.0,59.0,28.0,105.0,41.0
16393841,male,77,184.0,88.0,26.0,111.0,40.5
19081216,male,70,176.0,77.0,25.0,118.0,40.8
16677705,female,26,155.0,52.0,23.0,109.0,40.4
10497479,female,31,168.0,59.0,28.0,102.0,40.7
11665512,female,71,154.0,61.0,25.0,111.0,40.6
14749158,female,74,164.0,62.0,26.0,104.0,41.0
19508115,female,48,171.0,69.0,21.0,99.0,40.6
13566849,female,51,162.0,59.0,21.0,107.0,40.7
14767779,male,46,179.0,76.0,28.0,102.0,41.0
15718607,female,29,185.0,75.0,30.0,109.0,41.2
18265751,male,40,189.0,91.0,25.0,99.0,40.6
13364765,male,65,193.0,96.0,27.0,107.0,40.5
10811092,female,69,169.0,67.0,29.0,111.0,40.7
16170652,male,75,178.0,83.0,26.0,119.0,40.7
15379395,female,69,170.0,71.0,25.0,99.0,40.7
10091465,male,26,177.0,78.0,23.0,104.0,40.3
14333424,male,78,184.0,86.0,26.0,107.0,40.6
18522331,male,24,193.0,89.0,27.0,108.0,40.7
11570706,male,29,196.0,97.0,26.0,105.0,40.9
12442756,male,22,185.0,88.0,22.0,113.0,40.6
12529768,female,73,141.0,47.0,22.0,97.0,40.8
19755121,male,23,187.0,83.0,24.0,104.0,40.9
14771702,female,24,165.0,65.0,23.0,105.0,40.8
11592925,female,35,174.0,67.0,25.0,107.0,40.8
13607724,female,71,156.0,61.0,26.0,111.0,40.8
13630461,female,74,176.0,83.0,30.0,111.0,40.8
15982368,female,42,157.0,59.0,24.0,97.0,40.6
14798042,male,25,179.0,85.0,29.0,108.0,40.6
11199746,male,45,181.0,87.0,25.0,104.0,40.9
13616020,female,63,172.0,66.0,26.0,104.0,41.1
12586756,female,56,165.0,67.0,21.0,96.0,40.8
10100047,female,25,159.0,59.0,21.0,96.0,40.9
19455387,female,32,176.0,77.0,21.0,103.0,40.5
13653590,female,40,158.0,52.0,24.0,108.0,40.4
13449861,male,42,192.0,95.0,30.0,107.0,40.7
17433353,male,50,164.0,68.0,28.0,108.0,40.9
18609268,female,20,169.0,65.0,29.0,98.0,40.9
10958146,female,21,179.0,74.0,26.0,106.0,40.8
16287414,female,47,181.0,81.0,27.0,104.0,40.8
10706514,male,34,194.0,96.0,25.0,111.0,41.2
17674162,female,51,166.0,65.0,25.0,91.0,40.5
18346384,female,22,177.0,68.0,22.0,96.0,40.6
16500737,female,28,160.0,65.0,24.0,104.0,40.6
16826583,female,23,165.0,59.0,28.0,113.0,40.5
17351708,male,60,177.0,81.0,25.0,104.0,40.6
14135687,male,34,189.0,93.0,26.0,98.0,40.8
19870290,male,22,184.0,88.0,24.0,104.0,40.2
16869410,male,44,179.0,81.0,27.0,110.0,40.5
14120544,female,45,167.0,66.0,23.0,98.0,40.4
12967550,male,60,193.0,93.0,30.0,112.0,40.9
11898845,female,69,162.0,63.0,23.0,104.0,40.8
15435203,male,60,195.0,89.0,24.0,108.0,40.4
18375806,male,44,168.0,72.0,28.0,113.0,40.9
12486656,male,20,190.0,85.0,22.0,103.0,40.6
10858968,male,52,184.0,88.0,27.0,111.0,41.2
19640300,male,25,170.0,68.0,25.0,110.0,40.6
11819561,female,43,172.0,67.0,21.0,99.0,40.6
19093434,female,26,150.0,49.0,24.0,104.0,40.9
18609547,male,40,201.0,98.0,21.0,108.0,40.7
14013809,female,36,168.0,62.0,27.0,117.0,40.6
13080362,female,30,141.0,45.0,27.0,112.0,41.1
14837578,female,25,173.0,64.0,26.0,104.0,40.6
15383369,female,22,164.0,65.0,30.0,98.0,41.1
10433921,male,52,189.0,93.0,24.0,111.0,40.7
14425536,female,44,156.0,55.0,29.0,107.0,40.9
14042465,female,25,165.0,64.0,22.0,110.0,40.2
16845982,female,68,152.0,54.0,26.0,105.0,40.8
17034126,female,30,154.0,52.0,22.0,97.0,40.7
10808620,female,37,167.0,70.0,29.0,113.0,40.7
15340726,male,38,182.0,80.0,27.0,114.0,40.6
16761962,female,37,176.0,70.0,25.0,108.0,41.0
16347418,male,23,189.0,91.0,23.0,107.0,40.8
14611928,male,61,189.0,98.0,25.0,110.0,40.4
16563309,male,72,179.0,82.0,25.0,99.0,40.7
19341455,female,41,152.0,56.0,26.0,110.0,40.9
19217037,female,66,171.0,65.0,28.0,96.0,40.6
17303624,male,42,175.0,72.0,28.0,107.0,41.1
19111237,female,44,181.0,81.0,28.0,104.0,40.8
14748337,female,37,180.0,73.0,24.0,98.0,40.6
11009245,male,21,205.0,103.0,21.0,109.0,40.4
12190406,female,74,162.0,67.0,23.0,100.0,40.8
12492743,male,43,187.0,94.0,25.0,102.0,40.7
18497253,male,56,178.0,80.0,25.0,109.0,40.6
10728499,female,31,167.0,66.0,28.0,113.0,40.7
17379089,female,27,153.0,53.0,24.0,109.0,41.0
11743674,male,60,187.0,98.0,26.0,104.0,40.9
18711780,female,25,156.0,51.0,22.0,99.0,40.7
15836080,male,25,186.0,84.0,26.0,111.0,40.7
10280733,female,60,162.0,59.0,24.0,112.0,40.6
14924291,male,28,178.0,85.0,24.0,110.0,40.7
15126790,male,42,175.0,78.0,25.0,111.0,40.9
14434937,female,21,155.0,55.0,29.0,112.0,40.9
19436934,female,22,161.0,55.0,29.0,102.0,40.6
18427366,male,25,189.0,97.0,27.0,103.0,40.7
12229778,female,41,184.0,83.0,28.0,102.0,40.9
17699499,male,24,174.0,76.0,21.0,98.0,40.6
10234951,male,62,178.0,79.0,26.0,104.0,40.7
12356798,male,77,186.0,93.0,29.0,102.0,40.8
17420315,female,43,148.0,52.0,29.0,108.0,40.5
10990518,female,56,158.0,58.0,24.0,104.0,40.2
13149200,female,27,158.0,56.0,25.0,97.0,40.9
10191695,male,21,200.0,98.0,29.0,111.0,40.7
15785718,female,59,163.0,61.0,25.0,103.0,41.0
11627770,male,77,194.0,90.0,24.0,103.0,40.7
17670013,female,29,164.0,65.0,24.0,106.0,40.8
13242928,male,20,169.0,70.0,22.0,97.0,40.5
17937508,female,22,172.0,65.0,25.0,109.0,40.6
12486029,female,23,169.0,60.0,21.0,99.0,40.5
18391534,female,47,166.0,68.0,27.0,103.0,40.9
11438272,female,52,154.0,60.0,21.0,102.0,40.4
19776549,female,30,144.0,42.0,24.0,105.0,41.0
19713904,female,64,186.0,85.0,26.0,106.0,40.9
17516170,female,28,189.0,86.0,22.0,104.0,40.7
19750901,female,49,152.0,53.0,26.0,104.0,40.7
13842673,female,51,169.0,67.0,23.0,97.0,40.5
10928223,female,21,165.0,65.0,24.0,106.0,40.7
15930189,male,28,188.0,84.0,22.0,105.0,40.8
13110646,male,37,173.0,79.0,26.0,107.0,40.8
17413442,female,60,171.0,71.0,30.0,115.0,40.9
10477080,female,44,168.0,66.0,25.0,110.0,40.7
10680585,female,48,181.0,74.0,26.0,102.0,40.9
10515749,female,56,169.0,65.0,26.0,100.0,40.9
15820772,female,22,181.0,72.0,30.0,111.0,40.6
18505250,female,26,185.0,76.0,23.0,97.0,40.7
17634227,male,29,186.0,87.0,23.0,104.0,40.6
10338403,male,40,189.0,92.0,26.0,116.0,40.9
10657001,female,32,155.0,56.0,27.0,107.0,40.4
11688497,female,48,176.0,76.0,21.0,92.0,40.3
12047532,female,43,150.0,54.0,23.0,106.0,40.7
15641395,female,49,168.0,63.0,22.0,96.0,40.7
12386338,male,54,187.0,85.0,26.0,96.0,40.7
19397915,male,28,182.0,87.0,29.0,104.0,40.8
11667896,female,54,138.0,41.0,30.0,113.0,41.1
18065741,male,67,176.0,78.0,27.0,101.0,40.8
17471625,male,38,171.0,72.0,30.0,111.0,40.9
11249122,male,56,185.0,90.0,25.0,105.0,40.5
18642806,female,69,160.0,60.0,24.0,104.0,40.9
15560785,male,53,183.0,85.0,24.0,105.0,40.8
15714145,female,23,173.0,69.0,24.0,105.0,40.8
18979317,male,44,183.0,87.0,27.0,104.0,40.7
11667209,female,52,157.0,59.0,29.0,111.0,40.8
15706574,female,57,161.0,61.0,23.0,102.0,40.5
15347143,male,28,185.0,86.0,23.0,107.0,40.5
12751903,female,22,171.0,63.0,28.0,107.0,40.8
15626568,female,75,169.0,66.0,29.0,102.0,40.8
15508675,male,22,181.0,81.0,28.0,111.0,40.8
10052574,female,52,157.0,56.0,26.0,110.0,40.8
18571414,male,43,184.0,87.0,23.0,106.0,40.6
10798827,male,36,179.0,77.0,23.0,110.0,40.7
17122324,female,31,170.0,67.0,22.0,108.0,40.6
18315762,female,51,173.0,72.0,29.0,107.0,41.1
19427819,male,37,192.0,97.0,27.0,103.0,40.7
14960806,female,28,155.0,53.0,26.0,107.0,40.9
18283695,male,75,184.0,89.0,22.0,97.0,40.7
10454713,female,27,164.0,63.0,22.0,102.0,40.9
19406860,female,24,167.0,63.0,24.0,97.0,40.6
11593363,female,63,159.0,59.0,29.0,106.0,40.8
18121357,male,38,185.0,88.0,23.0,108.0,40.3
15433277,female,22,144.0,46.0,22.0,99.0,40.7
10840798,male,25,171.0,75.0,28.0,102.0,40.8
17110501,male,57,209.0,120.0,26.0,105.0,41.0
13126527,female,48,156.0,54.0,23.0,106.0,40.4
12702791,female,57,167.0,63.0,21.0,100.0,40.5
18927743,female,62,161.0,57.0,27.0,98.0,40.6
17322258,male,20,170.0,72.0,29.0,113.0,40.9
19767945,female,35,170.0,64.0,24.0,102.0,40.6
15032342,male,49,188.0,85.0,22.0,106.0,40.8
12486687,female,75,148.0,51.0,30.0,104.0,40.9
15167420,female,58,151.0,55.0,24.0,104.0,40.3
10548379,male,78,179.0,80.0,21.0,100.0,40.5
15546667,female,37,167.0,67.0,26.0,108.0,40.7
13224621,female,23,157.0,54.0,30.0,112.0,40.9
12934896,female,35,151.0,57.0,21.0,99.0,40.4
19825011,female,65,158.0,58.0,24.0,105.0,40.8
14212432,male,35,179.0,77.0,25.0,105.0,40.6
10146286,female,33,163.0,63.0,27.0,102.0,40.6
11125155,male,78,189.0,90.0,28.0,104.0,41.1
14837372,female,77,161.0,63.0,28.0,106.0,40.9
11160152,female,24,166.0,64.0,25.0,106.0,40.8
10597620,male,55,193.0,100.0,21.0,100.0,40.6
12794499,male,31,196.0,95.0,23.0,100.0,40.9
18688645,male,45,177.0,79.0,24.0,104.0,40.5
13390903,female,42,160.0,54.0,25.0,106.0,41.1
12903517,female,21,165.0,59.0,27.0,113.0,40.7
15261848,female,44,169.0,67.0,24.0,88.0,40.9
13827457,male,71,185.0,93.0,24.0,102.0,40.9
17131190,male,32,178.0,77.0,29.0,112.0,40.5
11565892,female,20,165.0,63.0,23.0,111.0,40.7
11161653,female,30,158.0,57.0,29.0,117.0,40.7
13837437,male,55,192.0,96.0,24.0,97.0,40.8
16515672,male,75,171.0,73.0,22.0,97.0,40.6
10968618,female,52,160.0,57.0,25.0,105.0,40.7
15909353,male,20,200.0,102.0,23.0,101.0,40.7
17159260,male,23,166.0,71.0,21.0,105.0,40.2
13728699,male,31,188.0,96.0,21.0,94.0,40.6
18750279,male,48,193.0,96.0,21.0,102.0,40.4
19662487,male,59,193.0,94.0,24.0,101.0,40.8
13267190,male,31,178.0,80.0,27.0,107.0,40.7
19626098,female,32,160.0,57.0,27.0,110.0,40.7
11413986,female,33,179.0,73.0,23.0,104.0,40.8
10785168,male,22,170.0,68.0,21.0,103.0,40.4
19312299,female,59,153.0,54.0,26.0,108.0,40.9
18544558,male,54,189.0,90.0,24.0,103.0,40.2
11355616,male,73,163.0,70.0,24.0,102.0,41.1
12291793,female,30,161.0,61.0,30.0,106.0,40.8
19803133,male,25,180.0,85.0,23.0,105.0,41.0
19304988,female,25,150.0,50.0,21.0,107.0,40.5
11414626,male,30,182.0,86.0,25.0,94.0,41.0
19235997,female,31,166.0,64.0,26.0,104.0,40.8
15586758,female,29,152.0,56.0,25.0,94.0,40.7
16572386,female,32,169.0,66.0,24.0,109.0,40.8
16407445,female,29,159.0,59.0,21.0,100.0,40.5
16582556,male,33,183.0,87.0,23.0,100.0,41.3
19919092,male,50,180.0,83.0,29.0,116.0,41.2
14164390,female,38,165.0,61.0,25.0,107.0,40.6
18201106,female,31,172.0,72.0,27.0,112.0,41.0
12680425,female,57,174.0,72.0,24.0,107.0,40.6
13408614,male,23,176.0,77.0,28.0,102.0,41.1
13339255,male,20,192.0,91.0,25.0,94.0,40.8
16933115,female,73,150.0,50.0,27.0,111.0,41.0
14566994,female,25,167.0,61.0,24.0,107.0,40.2
14660476,female,68,159.0,63.0,28.0,105.0,41.1
12706670,female,21,160.0,54.0,24.0,103.0,40.3
14509437,male,20,176.0,76.0,26.0,116.0,40.9
14314137,male,38,182.0,80.0,23.0,106.0,41.0
11948984,male,37,181.0,82.0,26.0,101.0,40.6
19379018,female,21,188.0,78.0,21.0,91.0,41.0
15839894,male,49,179.0,82.0,23.0,97.0,41.0
18737707,female,49,166.0,63.0,25.0,108.0,40.3
14178709,female,49,156.0,57.0,25.0,112.0,40.9
14660795,male,50,188.0,95.0,25.0,109.0,40.9
12539849,female,59,169.0,64.0,29.0,114.0,41.1
14778686,male,68,174.0,76.0,26.0,110.0,40.7
14300304,female,20,168.0,63.0,22.0,104.0,40.7
